"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"51786","Central America","June 16, 2019","2019","Jun","1","","1","","","1","","Fall from train, Violence","Train tracks near Colonia Simeprode, Salinas Victoria, Nuevo León, Mexico","ABC Noticias, El Heraldo, El Tiempo","25.964513650073, -100.280354833450","","http://bit.ly/2KqJUPC, http://bit.ly/2XXuPbj, http://bit.ly/2MWegf1","Central America","3"
"51760","US-Mexico Border","June 15, 2019","2019","Jun","1","","1","","","1","","Drowning","Río Bravo, near Campo Águilas, Piedras Negras, Coahuila, Mexico","La Rancherita del Aire, Zócalo","28.711767096835, -100.508585084100","Central America to US","http://bit.ly/2ZtcAek, http://bit.ly/2WJ7Orr, http://bit.ly/2Xnup18","Central America","3"
"51843","US-Mexico Border","June 15, 2019","2019","Jun","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51759","Central America","June 14, 2019","2019","Jun","1","","1","2","1","","1","Shot","KM26+300 in highway Villahermosa–Coatzacoalcos, near Agua Dulce, Coatzacoalcos, Veracruz, Mexico","La Jornada, Washington Post","18.054193729713, -94.135662914059","","http://bit.ly/2x8XcaZ, https://wapo.st/2Y8Mfln","Central America","3"
"51827","US-Mexico Border","June 14, 2019","2019","Jun","1","","1","1","1","","","Malnutrition","Unspecified location in the desert in Pima County, Arizona, USA","El Periódico, Debate, Prensa Libre","32.001238000000, -111.945235500000","Central America to US","http://bit.ly/2xxW2FV, http://bit.ly/30iw5Xh, http://bit.ly/2YHAUci","Northern America","5"
"51842","US-Mexico Border","June 13, 2019","2019","Jun","1","","1","","","1","","Hanging","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","31.850965100000, -112.002645600000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51752","US-Mexico Border","June 12, 2019","2019","Jun","2","","2","","1","1","1","Drowning","Lower Valley canal, at the 700 block of S. Zaragoza Road and S Americas Avenue, El Paso, El Paso County, Texas, USA","La Jornada, CBS, El Paso Times","31.674166602670, -106.337425829110","Central America to US","http://bit.ly/2RclUjT, http://bit.ly/2If53dn, http://bit.ly/2IGqByt","Northern America","3"
"51755","Mediterranean","June 12, 2019","2019","Jun","3","4","7","46","","5","","Drowning, Dehydration","Alboran Sea, 22 miles south of Motril, Granada, Spain","Caminando Fronteras, Diario Sur","36.141836728757, -3.461884254273","Western Mediterranean","http://bit.ly/2ZmWWkE, http://bit.ly/2F4lxmn, http://bit.ly/31sKdyN, http://bit.ly/2KN0vwo","Uncategorized","4"
"51757","US-Mexico Border","June 12, 2019","2019","Jun","1","","1","4","1","","","Hyperthermia","17 miles west of Lukeville, Pima County, Arizona, USA","Search Continues After Young Girl Found Deceased West of Lukeville","31.915388342452, -112.925537843590","Central America to US","http://bit.ly/2wTdPXT, http://bit.ly/2IT0BjI, http://bit.ly/2Inlswu","Northern America","5"
"51758","Europe","June 12, 2019","2019","Jun","1","","1","","","1","","Drowning","Una river, near Cazin, Una-Sana Canton, Bosnia and Herzegovina","N1, UNHCR","44.905913352022, 15.956558922158","Western Balkans","http://bit.ly/2KRMVYv, http://bit.ly/2ZvBkmg","Southern Europe","4"
"51907","Europe","June 12, 2019","2019","Jun","1","","1","","","1","","Drowning","Kolpa/Kupa river, near Vukovci, Črnomelj, Slovenia","IOM Slovenia, UNHCR, 24ur.com","45.428570424356, 15.227211399631","Western Balkans","http://bit.ly/2Yrs8Di","Southern Europe","4"
"51751","Central America","June 11, 2019","2019","Jun","1","","1","","","1","","Heart attack","Near INM border checkpoint in Tapachula-Huehuetán, Chiapas, Mexico","El Universal, El Financiero","15.019419000000, -92.380846500000","","http://bit.ly/2WF6R86, http://bit.ly/2KKaKBy","Central America","3"
"51754","Mediterranean","June 11, 2019","2019","Jun","7","","7","57","6","1","2","Drowning","In the area of Pamfyla, 2.5 miles off the port of Mytilene, Lesvos, Greece","IOM Greece","39.123278724880, 26.616327698621","Eastern Mediterranean","","Uncategorized","4"
"51749","US-Mexico Border","June 10, 2019","2019","Jun","3","","3","","","3","","Drowning","Bodies recovered from a storm water drain near Ascarate Park, next to the César Chávez Border Highway by Fonseca Drive, El Paso, El Paso County, Texas, USA","El Paso Times","31.675628311792, -106.333742785180","Central America to US","http://bit.ly/2WCHsfz, http://bit.ly/2IGqByt","Northern America","3"
"51750","US-Mexico Border","June 10, 2019","2019","Jun","1","","1","","","1","","Drowning","Body recovered from canal in the 6000 block of Upper Valley Road, El Paso, El Paso County, Texas, USA","El Paso Times","31.870028153990, -106.611635129640","Central America to US","http://bit.ly/2WCHsfz, http://bit.ly/2IGqByt","Northern America","3"
"51785","Mediterranean","June 10, 2019","2019","Jun","1","","1","7","","1","","Drowning","Fell overboard from boat in the Gibraltar Strait, between Tangiers and Tarifa, Spain","Alarm Phone","35.898974661168, -5.768592626737","Western Mediterranean","http://bit.ly/2XqBVbw","Uncategorized","4"
"51841","US-Mexico Border","June 10, 2019","2019","Jun","1","","1","","","1","","Unknown (mummified and decomposed remains)","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.443831900000, -111.795219200000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51753","North Africa","June 09, 2019","2019","Jun","1","","1","","","1","","Sickness and lack of access to medicines","Afrah camp, near Nador, Morocco","Association Marocaine des Droits Humains - Section Nador","35.138187621749, -2.970536364294","","http://bit.ly/2X54ueg","Northern Africa","4"
"51780","Mediterranean","June 09, 2019","2019","Jun","1","","1","","","1","","Drowning","Body recovered on Kaf Lasfar beach, municipality of Achaâcha, Mostaganem, Algeria","Réflexion, Le Soir d'Algérie","36.307409824707, 0.578667130967","Western Mediterranean","http://bit.ly/2MXSLKM, http://bit.ly/2X0ChX3","Uncategorized","3"
"51782","Caribbean","June 09, 2019","2019","Jun","1","31","32","","","1","","Presumed drowning","Unspecified location between Curaçao and Agüide, Falcón, Venezuela","El Pitazo, BBC, AFP","11.772904481353, -68.683061164736","","http://bit.ly/2KgVv3x, https://bbc.in/2KLFVfO, http://bit.ly/2F6lCpR, https://bit.ly/33aKIOS","Caribbean","3"
"51748","US-Mexico Border","June 08, 2019","2019","Jun","1","","1","","1","","","Drowning","Body found in a canal along Passmore Road, Socorro, El Paso County, Texas, USA","El Paso Times","31.622061900000, -106.276080000000","Central America to US","http://bit.ly/2WCHsfz, http://bit.ly/2IGqByt","Northern America","3"
"51746","US-Mexico Border","June 07, 2019","2019","Jun","1","","1","","","1","","Unknown","Ranch near Carrizo Springs, Dimmit County, Texas, USA","US Border Patrol","28.521344741450, -99.975967145312","Central America to US","http://bit.ly/2WBIMPx","Northern America","5"
"51747","US-Mexico Border","June 07, 2019","2019","Jun","2","","2","","","2","","Drowning","Río Bravo, near Eagle Pass Bridge No. 1, Eagle Pass, Maverick County, Texas, USA","US Border Patrol","28.706046434039, -100.511775809540","Central America to US","http://bit.ly/2MEOdso","Northern America","5"
"51769","Mediterranean","June 07, 2019","2019","Jun","3","","3","","1","2","","Drowning","Bodies recovered near Mostaganem, Algeria","Réflexion, Le Quotidian d'Oran, El Watan, Liberté","36.049699220264, 0.071778692404","Western Mediterranean","http://bit.ly/2MXSLKM, http://bit.ly/2ZFQ9ml, http://bit.ly/2WVUKUg, http://bit.ly/2Xw6xsg","Uncategorized","3"
"51840","US-Mexico Border","June 07, 2019","2019","Jun","1","","1","","","1","","Probable hyperthermia","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","31.978130900000, -112.265964000000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51767","Mediterranean","June 06, 2019","2019","Jun","1","","1","","","1","","Drowning","Body recovered 2 miles off the coast of Ouréah, west of Mostaganem, Algeria","Réflexion, Le Quotidian d'Oran, El Watan","35.885838717654, 0.008840051280","Western Mediterranean","http://bit.ly/2MXSLKM, http://bit.ly/2ZFQ9ml, http://bit.ly/2WVUKUg","Uncategorized","3"
"51739","US-Mexico Border","June 05, 2019","2019","Jun","6","","6","10","","6","","Vehicle Accident","Highway 77 near Robstown, Nueces County, Texas","AP, KIII TV South Texas, El Diario.mx","27.779169200000, -97.664032000000","Central America to US","https://bit.ly/2HWnTWh, https://bit.ly/2HXJY6Y, https://bit.ly/2EV1Q0t","Northern America","3"
"51745","US-Mexico Border","June 05, 2019","2019","Jun","1","","1","","1","","","Dehydration","Ranch near Carrizo Springs, Dimmit County, Texas, USA","US Border Patrol","28.461656364922, -99.915542340625","Central America to US","http://bit.ly/2WBIMPx","Northern America","5"
"51737","US-Mexico Border","June 04, 2019","2019","Jun","1","","1","","","1","","Dehydration","Ranch near USBP checkpoint on U.S. Highway 281 near Falfurrias, Brooks County, Texas, USA","Nuevaya","27.205285500000, -98.144746300000","Central America to US","http://bit.ly/2WO2nLL, https://bit.ly/2WoN2C2","Northern America","3"
"51738","US-Mexico Border","June 04, 2019","2019","Jun","1","","1","","","1","","Drowning","Río Bravo, near KM14 of Carretera Nacional, southeast of Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, El Sol de Tampico","27.372516048768, -99.504941041992","Central America to US","http://bit.ly/2Z9kVDU, http://bit.ly/2JZ4J4G","Central America","3"
"51839","US-Mexico Border","June 04, 2019","2019","Jun","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","31.818892800000, -111.544109600000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51736","US-Mexico Border","June 03, 2019","2019","Jun","1","","1","","1","","","Unknown","Hospital in Eagle Pass, Maverick County, Texas, shortly after crossing the US-Mexico border","US Border Patrol","28.709143300000, -100.499521400000","Central America to US","http://bit.ly/2WeJzRx","Northern America","5"
"51744","US-Mexico Border","June 03, 2019","2019","Jun","1","","1","","1","","","Unknown","Barry M. Goldwater Firing Range, Yuma, Yuma County, Arizona, USA","US Border Patrol","32.727036699948, -114.757467600980","Central America to US","http://bit.ly/2KH1Cxv","Northern America","5"
"51836","US-Mexico Border","June 03, 2019","2019","Jun","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057701900000, -112.143021500000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51837","US-Mexico Border","June 03, 2019","2019","Jun","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.331803200000, -112.524509300000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51838","US-Mexico Border","June 03, 2019","2019","Jun","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51734","Mediterranean","June 02, 2019","2019","Jun","2","20","22","73","1","","1","Drowning","Off the coast of Garaboli, Libya","IOM Libya","33.374467702070, 13.828666325454","Central Mediterranean","http://bit.ly/2QIEHTB","Uncategorized","4"
"51735","US-Mexico Border","June 02, 2019","2019","Jun","1","","1","","","1","","Seizure","Hospital in Roma, Starr County, Texas, shortly after crossing the US-Mexico border","US Border Patrol","26.408852300000, -99.015655400000","Central America to US","http://bit.ly/2WKhaHi","Northern America","5"
"51743","Caribbean","June 02, 2019","2019","Jun","1","7","8","13","1","","","Drowning","22 miles off Punta de los Nidos, near Cabeza de Toro, La Altagracia, Dominican Republic","Listin Diario, Revista 110","18.821146904764, -68.185477750000","","http://bit.ly/2Rcv3Jj, http://bit.ly/2wQYYxl","Caribbean","3"
"51826","Mediterranean","June 02, 2019","2019","Jun","1","","1","","","","","Presumed drowing","Off the coast of Cabo Negro, near Tetouan, Morocco","Hespress","35.687246560964, -5.232161017927","Western Mediterranean","https://bit.ly/2XzwLL2","Uncategorized","1"
"51727","US-Mexico Border","June 01, 2019","2019","Jun","1","","1","","1","","","Dehydration","Ranch near USBP checkpoint on U.S. Highway 281 near Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart","27.115536289687, -98.089773822813","Central America to US","http://bit.ly/2WFyT2y","Northern America","1"
"51835","US-Mexico Border","June 01, 2019","2019","Jun","1","","1","","1","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","31.700991800000, -111.880972400000","","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51731","US-Mexico Border","May 31, 2019","2019","May","1","","1","","","1","","Drowning","Río Bravo, near International Bridge II Juárez-Lincoln, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, El Mañana","27.499954647757, -99.502177618843","Central America to US","http://bit.ly/2QE5PmJ, http://bit.ly/2ES8xR0","Central America","3"
"51730","US-Mexico Border","May 30, 2019","2019","May","1","","1","","","1","","Hit by vehicle","Interstate highway I-10, near Executive Center Boulevard, El Paso, El Paso County, Texas, USA","El Diario de El Paso, KFOX 14, El Paso Times","31.792982500000, -106.519869700000","Central America to US","http://bit.ly/2QCQxhX, http://bit.ly/2YSUMca, http://bit.ly/2IGqByt","Northern America","3"
"51784","US-Mexico Border","May 30, 2019","2019","May","1","","1","","","1","","","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.972808100000, -111.298472400000","Central America to US","","Northern America","5"
"51733","Mediterranean","May 29, 2019","2019","May","","2","2","5","","2","","Presumed drowing","Off the coast of Cap Spartel, Tangiers, Morocco, in the Gibraltar Strait","Caminando Fronteras","35.868743207134, -5.939018317814","Western Mediterranean","http://bit.ly/2MgJ0H3, http://bit.ly/2WBoe9e","Uncategorized","4"
"51779","US-Mexico Border","May 29, 2019","2019","May","1","","1","","","1","","Hit by vehicle","Interstate highway I-10, near Executive Center Boulevard, El Paso, El Paso County, Texas, USA","El Diario de El Paso, KFOX 14, El Paso Times","31.792900428498, -106.519687309790","Central America to US","http://bit.ly/2QCQxhX, http://bit.ly/2YSUMca, http://bit.ly/2IGqByt","Northern America","3"
"51783","US-Mexico Border","May 29, 2019","2019","May","1","","1","","","1","","Unknown","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","Central America to US","","Northern America","5"
